Subject,Body,From: (Name),From: (Address)
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-06-08 at 08:40.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-06-07 at 20:35. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-06-07 at 20:15 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-06-07 at 20:05 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-06-07 at 15:35 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-06-07 at 14:20 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 1,"This email is to inform you that TDL Path 1 ended low signal at 2023-06-07 at 11:55 (sig1 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 1,"This email is to inform you that TDL Path 1 entered low signal at 2023-06-07 at 11:35 (sig1 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 1,"This email is to inform you that TDL Path 1 ended low signal at 2023-06-07 at 11:10 (sig1 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 1,"This email is to inform you that TDL Path 1 entered low signal at 2023-06-07 at 11:00 (sig1 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-06-06 at 10:40 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-06-06 at 10:35 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-06-05 at 20:00 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-06-05 at 19:50 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 1,"This email is to inform you that TDL Path 1 ended low signal at 2023-06-04 at 19:30 (sig1 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 1,"This email is to inform you that TDL Path 1 entered low signal at 2023-06-04 at 18:55 (sig1 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - Site B,"This email is to inform you that Site B is working properly at 2023-05-30 21:35.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - Site B,"This email is to inform you that Site B is not working properly at 2023-05-30 20:00.
This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-30 at 08:40 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-30 at 08:25 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-30 at 08:15.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-29 at 20:50. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-29 at 20:35 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-29 at 20:20 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-29 at 07:45 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-29 at 07:25.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-28 at 20:35. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-28 at 20:05 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-28 at 08:25 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-28 at 08:15 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-28 at 08:15.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-27 at 20:50. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-27 at 20:35 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-27 at 20:25 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-27 at 08:40 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-27 at 08:35.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-27 at 08:35 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-26 at 20:45. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-26 at 20:30 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-26 at 20:20 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-26 at 09:00 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-26 at 08:40.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-25 at 19:55. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-25 at 19:20 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-25 at 08:55 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-25 at 08:40 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-25 at 08:35 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-25 at 08:30.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-24 at 20:45. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-24 at 20:20 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-24 at 07:55 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-24 at 07:35.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-24 at 07:35 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-23 at 20:40. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-23 at 20:25 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-23 at 20:15 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-23 at 07:35 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-23 at 07:25.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-23 at 00:35. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-22 at 23:40 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-22 at 07:10 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-22 at 07:05.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-22 at 02:25. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-22 at 02:00.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-22 at 01:55. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-22 at 01:40.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-22 at 01:10. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-22 at 00:55 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - Site B,"This email is to inform you that Site B is working properly at 2023-05-21 14:55.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - Site B,"This email is to inform you that Site B is not working properly at 2023-05-21 13:05.
This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-21 at 07:10.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-21 at 07:10 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
UV CEMS Up,"usig up at 2023-05-21 02:00.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
UV CEMS Up,"usig up at 2023-05-21 01:49.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
UV CEMS Down,"usig missing data for 10 minutes at 2023-05-20 15:57.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-20 at 21:30. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-20 at 21:05 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
UV CEMS Down,"usig no data for 10 minutes at 2023-05-20 14:14.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-20 at 07:05 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-20 at 07:05 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-20 at 07:00.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-19 at 22:55. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-19 at 22:40 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-19 at 22:30 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
UV CEMS Up,"usig up at 2023-05-19 14:53.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
UV CEMS Down,"usig missing data for 10 minutes at 2023-05-19 14:27.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-19 at 07:00.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-19 at 07:00 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-19 at 07:00 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-19 at 03:15. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-19 at 03:00.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-19 at 02:40. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-19 at 02:25 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-19 at 01:55 (meth2 > 1.7).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-19 at 01:50 (meth2 < 1.7). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-19 at 01:35 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-19 at 01:30 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal - TDL Path 2,"This email is to inform you that TDL Path 2 entered low signal at 2023-05-19 at 01:15 (sig2 < 0.2). This message is generated automatically and a working email will be sent when the system is out of low signal.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC Low Signal ENDED - TDL Path 2,"This email is to inform you that TDL Path 2 ended low signal at 2023-05-18 at 07:05 (sig2 > 0.2).
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-18 at 06:55.
",eco1deb@argos-sci.co.za,eco1deb@argos-sci.co.za
TDL Low signal alert ENDED mrcsite2_05,"Low signal alert level ENDED at mrcsite2_05 sig1 at 20230502 18:55 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite2_05,"Low signal alert level at mrcsite2_05 sig1 at 20230502 18:50 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite2_05,"Low signal alert level ENDED at mrcsite2_05 sig1 at 20230502 15:35 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite2_05,"Low signal alert level at mrcsite2_05 sig1 at 20230502 15:25 (0.0)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite2_05,"Low signal alert level ENDED at mrcsite2_05 sig1 at 20230502 15:20 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite2_05,"Low signal alert level at mrcsite2_05 sig1 at 20230502 15:00 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Up - TDL Path 1,"This email is to inform you that TDL Path 1 is working properly at 2023-05-02 at 14:00.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Down - TDL Path 1,"This email is to inform you that TDL Path 1 is not working properly at 2023-05-02 at 13:45. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite2_05,"Low signal alert level ENDED at mrcsite2_05 sig1 at 20230502 13:25 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite2_05,"Low signal alert level at mrcsite2_05 sig1 at 20230502 12:05 (0.0)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite2_05,"Low signal alert level ENDED at mrcsite2_05 sig1 at 20230502 12:00 (1.6)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Up - TDL Path 1,"This email is to inform you that TDL Path 1 is working properly at 2023-05-02 at 10:50.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite3_05,"Low signal alert level ENDED at mrcsite3_05 sig2 at 20230501 16:40 (1.8)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-01 at 16:40.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-05-01 at 15:15. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite3_05,"Low signal alert level at mrcsite3_05 sig2 at 20230501 14:40 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite3_05,"Low signal alert level ENDED at mrcsite3_05 sig2 at 20230501 12:40 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite3_05,"Low signal alert level at mrcsite3_05 sig2 at 20230501 12:35 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite3_05,"Low signal alert level ENDED at mrcsite3_05 sig2 at 20230501 12:30 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite3_05,"Low signal alert level at mrcsite3_05 sig2 at 20230501 12:20 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite3_05,"Low signal alert level ENDED at mrcsite3_05 sig2 at 20230501 12:00 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-05-01 at 11:05.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-04-30 at 19:35. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite3_05,"Low signal alert level at mrcsite3_05 sig2 at 20230430 19:15 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert ENDED mrcsite3_05,"Low signal alert level ENDED at mrcsite3_05 sig2 at 20230430 18:55 (0.2)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
TDL Low signal alert mrcsite3_05,"Low signal alert level at mrcsite3_05 sig2 at 20230430 18:50 (0.1)
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Up - TDL Path 2,"This email is to inform you that TDL Path 2 is working properly at 2023-04-30 at 08:55.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
MRC System Down - TDL Path 2,"This email is to inform you that TDL Path 2 is not working properly at 2023-04-29 at 22:40. This message is generated automatically and a working email will be sent when the problem is fixed.
",eco1@argos-sci.co.za,eco1@argos-sci.co.za
